ImageNumber,Drug,Time,ID,Pathology,ScanFreq,Run,Label,Stain,Center_X,Center_Y,Lifetime
8,ATG,24hr,3241,Thrombosis,10.26,1,91,mLy6G,244.14705882352945,53.617647058823536,5
9,ATG,24hr,3241,Thrombosis,10.26,1,91,mLy6G,244.5,55,6
10,ATG,24hr,3241,Thrombosis,10.26,1,91,mLy6G,244.71428571428572,54.107142857142776,7
11,ATG,24hr,3241,Thrombosis,10.26,1,91,mLy6G,243.9375,54.71875,8
12,ATG,24hr,3241,Thrombosis,10.26,1,91,mLy6G,244.17241379310343,54.3793103448275,9
13,ATG,24hr,3241,Thrombosis,10.26,1,91,mLy6G,244.15151515151516,53.60606060606062,10
14,ATG,24hr,3241,Thrombosis,10.26,1,91,mLy6G,243.34782608695653,53.30434782608694,11
15,ATG,24hr,3241,Thrombosis,10.26,1,91,mLy6G,243.52380952380952,53.04761904761904,12
16,ATG,24hr,3241,Thrombosis,10.26,1,91,mLy6G,243.92857142857144,53.96428571428572,13
17,ATG,24hr,3241,Thrombosis,10.26,1,91,mLy6G,245.0967741935484,53.548387096774206,14
18,ATG,24hr,3241,Thrombosis,10.26,1,91,mLy6G,246.08,52.19999999999999,15
19,ATG,24hr,3241,Thrombosis,10.26,1,91,mLy6G,245.04761904761904,52.52380952380952,16
20,ATG,24hr,3241,Thrombosis,10.26,1,91,mLy6G,245.4,52.23333333333335,17
21,ATG,24hr,3241,Thrombosis,10.26,1,91,mLy6G,245.1428571428571,51.321428571428555,18
22,ATG,24hr,3241,Thrombosis,10.26,1,91,mLy6G,245.71428571428572,52.142857142857224,19
23,ATG,24hr,3241,Thrombosis,10.26,1,91,mLy6G,245.48,52,20
5,ATG,24hr,3241,Thrombosis,10.26,1,93,mLy6G,354.4230769230769,105.4230769230769,1
6,ATG,24hr,3241,Thrombosis,10.26,1,93,mLy6G,353.2857142857143,104.61904761904759,2
7,ATG,24hr,3241,Thrombosis,10.26,1,93,mLy6G,353.04347826086956,103.60869565217394,3
8,ATG,24hr,3241,Thrombosis,10.26,1,93,mLy6G,353.7741935483871,103,4
9,ATG,24hr,3241,Thrombosis,10.26,1,93,mLy6G,353.85714285714283,102.53571428571428,5
10,ATG,24hr,3241,Thrombosis,10.26,1,93,mLy6G,352.8666666666667,103.13333333333333,6
11,ATG,24hr,3241,Thrombosis,10.26,1,93,mLy6G,352.75757575757575,103.27272727272725,7
12,ATG,24hr,3241,Thrombosis,10.26,1,93,mLy6G,352.5151515151515,103.09090909090907,8
13,ATG,24hr,3241,Thrombosis,10.26,1,93,mLy6G,351.41379310344826,102.6206896551725,9
14,ATG,24hr,3241,Thrombosis,10.26,1,93,mLy6G,350.2083333333333,102.91666666666669,10
6,ATG,24hr,3241,Thrombosis,10.26,1,94,mLy6G,427.53333333333336,439.43333333333334,1
7,ATG,24hr,3241,Thrombosis,10.26,1,94,mLy6G,427.62857142857143,438.51428571428573,2
8,ATG,24hr,3241,Thrombosis,10.26,1,94,mLy6G,427.6896551724138,437.7586206896552,3
9,ATG,24hr,3241,Thrombosis,10.26,1,94,mLy6G,428.06060606060606,436.6363636363636,4
10,ATG,24hr,3241,Thrombosis,10.26,1,105,mLy6G,439.9230769230769,179.88461538461536,1
11,ATG,24hr,3241,Thrombosis,10.26,1,105,mLy6G,440.2352941176471,180.08823529411762,2
12,ATG,24hr,3241,Thrombosis,10.26,1,105,mLy6G,440.2857142857143,180.10714285714283,3
11,ATG,24hr,3241,Thrombosis,10.26,1,109,mLy6G,32.857142857142854,361.8571428571429,1
12,ATG,24hr,3241,Thrombosis,10.26,1,109,mLy6G,32.857142857142854,361.8571428571429,2
13,ATG,24hr,3241,Thrombosis,10.26,1,109,mLy6G,32.81818181818182,361.5909090909091,3
14,ATG,24hr,3241,Thrombosis,10.26,1,109,mLy6G,32.75,361.85,4
15,ATG,24hr,3241,Thrombosis,10.26,1,109,mLy6G,32.857142857142854,361.8571428571429,5
16,ATG,24hr,3241,Thrombosis,10.26,1,109,mLy6G,32.857142857142854,361.8571428571429,6
17,ATG,24hr,3241,Thrombosis,10.26,1,109,mLy6G,32.857142857142854,361.8571428571429,7
18,ATG,24hr,3241,Thrombosis,10.26,1,109,mLy6G,32.857142857142854,361.8571428571429,8
19,ATG,24hr,3241,Thrombosis,10.26,1,109,mLy6G,32.90909090909091,361.72727272727275,9
20,ATG,24hr,3241,Thrombosis,10.26,1,109,mLy6G,33.130434782608695,361.47826086956525,10
21,ATG,24hr,3241,Thrombosis,10.26,1,109,mLy6G,32.72,361.56,11
22,ATG,24hr,3241,Thrombosis,10.26,1,109,mLy6G,32.78260869565217,361.3478260869565,12
23,ATG,24hr,3241,Thrombosis,10.26,1,109,mLy6G,32.86363636363637,361.4090909090909,13
24,ATG,24hr,3241,Thrombosis,10.26,1,109,mLy6G,32.77272727272727,361.6363636363636,14
25,ATG,24hr,3241,Thrombosis,10.26,1,109,mLy6G,32.91304347826087,361.4347826086956,15
26,ATG,24hr,3241,Thrombosis,10.26,1,109,mLy6G,32.91304347826087,361.6086956521739,16
27,ATG,24hr,3241,Thrombosis,10.26,1,109,mLy6G,32.857142857142854,361.8571428571429,17
28,ATG,24hr,3241,Thrombosis,10.26,1,109,mLy6G,32.72,361.56,18
29,ATG,24hr,3241,Thrombosis,10.26,1,109,mLy6G,32.91304347826087,361.6086956521739,19
30,ATG,24hr,3241,Thrombosis,10.26,1,109,mLy6G,33.12,361.44,20
12,ATG,24hr,3241,Thrombosis,10.26,1,112,mLy6G,480.12,230,1
13,ATG,24hr,3241,Thrombosis,10.26,1,112,mLy6G,478.9142857142857,229.6857142857143,2
14,ATG,24hr,3241,Thrombosis,10.26,1,112,mLy6G,477.0625,229.1875,3
15,ATG,24hr,3241,Thrombosis,10.26,1,112,mLy6G,476.1935483870968,229.06451612903226,4
16,ATG,24hr,3241,Thrombosis,10.26,1,112,mLy6G,475.88,228.72000000000003,5
17,ATG,24hr,3241,Thrombosis,10.26,1,112,mLy6G,475.4782608695652,228.7826086956522,6
18,ATG,24hr,3241,Thrombosis,10.26,1,112,mLy6G,474.6666666666667,228.25,7
13,ATG,24hr,3241,Thrombosis,10.26,1,115,mLy6G,454.5,496.7083333333333,1
14,ATG,24hr,3241,Thrombosis,10.26,1,115,mLy6G,455.1904761904762,494.45238095238096,2
15,ATG,24hr,3241,Thrombosis,10.26,1,115,mLy6G,455,496,3
16,ATG,24hr,3241,Thrombosis,10.26,1,115,mLy6G,454.8205128205128,494.0769230769231,4
17,ATG,24hr,3241,Thrombosis,10.26,1,115,mLy6G,455.1951219512195,492.7560975609756,5
18,ATG,24hr,3241,Thrombosis,10.26,1,115,mLy6G,454.95348837209303,492.69767441860466,6
19,ATG,24hr,3241,Thrombosis,10.26,1,115,mLy6G,454.81632653061223,492.79591836734693,7
20,ATG,24hr,3241,Thrombosis,10.26,1,115,mLy6G,455.1698113207547,491.7169811320755,8
21,ATG,24hr,3241,Thrombosis,10.26,1,115,mLy6G,455.6041666666667,490.1041666666667,9
22,ATG,24hr,3241,Thrombosis,10.26,1,115,mLy6G,455.2,489.46,10
23,ATG,24hr,3241,Thrombosis,10.26,1,115,mLy6G,455.6818181818182,489.84090909090907,11
24,ATG,24hr,3241,Thrombosis,10.26,1,115,mLy6G,456.5348837209302,490.13953488372096,12
25,ATG,24hr,3241,Thrombosis,10.26,1,115,mLy6G,456.20512820512823,490.84615384615387,13
26,ATG,24hr,3241,Thrombosis,10.26,1,115,mLy6G,455,491.7027027027027,14
27,ATG,24hr,3241,Thrombosis,10.26,1,115,mLy6G,454.5757575757576,492.030303030303,15
28,ATG,24hr,3241,Thrombosis,10.26,1,115,mLy6G,454.4848484848485,491.4848484848485,16
29,ATG,24hr,3241,Thrombosis,10.26,1,115,mLy6G,455.5,490.6764705882353,17
30,ATG,24hr,3241,Thrombosis,10.26,1,115,mLy6G,455.8333333333333,489.0238095238095,18
15,ATG,24hr,3241,Thrombosis,10.26,1,119,mLy6G,203.77272727272728,476.6818181818182,1
16,ATG,24hr,3241,Thrombosis,10.26,1,119,mLy6G,203.11111111111111,476.02777777777777,2
17,ATG,24hr,3241,Thrombosis,10.26,1,119,mLy6G,203.17391304347825,475.95652173913044,3
18,ATG,24hr,3241,Thrombosis,10.26,1,119,mLy6G,202.7826086956522,475.52173913043475,4
19,ATG,24hr,3241,Thrombosis,10.26,1,119,mLy6G,202,474.7916666666667,5
20,ATG,24hr,3241,Thrombosis,10.26,1,119,mLy6G,199.8571428571429,472.85714285714283,6
21,ATG,24hr,3241,Thrombosis,10.26,1,119,mLy6G,199.21951219512195,472.7560975609756,7
22,ATG,24hr,3241,Thrombosis,10.26,1,119,mLy6G,198.45454545454547,472.42424242424244,8
23,ATG,24hr,3241,Thrombosis,10.26,1,119,mLy6G,198.45454545454547,472.3090909090909,9
24,ATG,24hr,3241,Thrombosis,10.26,1,119,mLy6G,199.1,473.01666666666665,10
25,ATG,24hr,3241,Thrombosis,10.26,1,119,mLy6G,202.34375,475.3125,11
26,ATG,24hr,3241,Thrombosis,10.26,1,119,mLy6G,201.8421052631579,475.13157894736844,12
27,ATG,24hr,3241,Thrombosis,10.26,1,119,mLy6G,201.52631578947367,474.9473684210526,13
28,ATG,24hr,3241,Thrombosis,10.26,1,119,mLy6G,202.44444444444449,475.94444444444446,14
29,ATG,24hr,3241,Thrombosis,10.26,1,119,mLy6G,202.31428571428572,475,15
30,ATG,24hr,3241,Thrombosis,10.26,1,119,mLy6G,201.78378378378375,474.72972972972974,16
15,ATG,24hr,3241,Thrombosis,10.26,1,120,mLy6G,311.72727272727275,287.1363636363636,1
16,ATG,24hr,3241,Thrombosis,10.26,1,120,mLy6G,310.1,286.9,2
17,ATG,24hr,3241,Thrombosis,10.26,1,120,mLy6G,309.22727272727275,286.9090909090909,3
18,ATG,24hr,3241,Thrombosis,10.26,1,120,mLy6G,308.48148148148147,286.74074074074076,4
19,ATG,24hr,3241,Thrombosis,10.26,1,120,mLy6G,307.84375,287.03125,5
20,ATG,24hr,3241,Thrombosis,10.26,1,120,mLy6G,307.3636363636364,287.8636363636364,6
21,ATG,24hr,3241,Thrombosis,10.26,1,120,mLy6G,306.6666666666667,288.5666666666666,7
22,ATG,24hr,3241,Thrombosis,10.26,1,120,mLy6G,306.48387096774195,289.1290322580645,8
23,ATG,24hr,3241,Thrombosis,10.26,1,120,mLy6G,305.7586206896552,288.7241379310345,9
24,ATG,24hr,3241,Thrombosis,10.26,1,120,mLy6G,304.75757575757575,288.6969696969697,10
25,ATG,24hr,3241,Thrombosis,10.26,1,120,mLy6G,304.44736842105266,289.2894736842105,11
26,ATG,24hr,3241,Thrombosis,10.26,1,120,mLy6G,305.5813953488372,289.95348837209303,12
27,ATG,24hr,3241,Thrombosis,10.26,1,120,mLy6G,305.8222222222222,291.68888888888887,13
28,ATG,24hr,3241,Thrombosis,10.26,1,120,mLy6G,305.7631578947368,292.3947368421053,14
29,ATG,24hr,3241,Thrombosis,10.26,1,120,mLy6G,305.6666666666667,290.83333333333337,15
30,ATG,24hr,3241,Thrombosis,10.26,1,120,mLy6G,306.6363636363636,289.72727272727275,16
18,ATG,24hr,3241,Thrombosis,10.26,1,125,mLy6G,86.36,476.64,1
19,ATG,24hr,3241,Thrombosis,10.26,1,125,mLy6G,85.5,475.5,2
20,ATG,24hr,3241,Thrombosis,10.26,1,125,mLy6G,86.45454545454545,476.1363636363636,3
18,ATG,24hr,3241,Thrombosis,10.26,1,126,mLy6G,150.33333333333334,399.7142857142857,1
19,ATG,24hr,3241,Thrombosis,10.26,1,126,mLy6G,150.33333333333334,399.8095238095238,2
20,ATG,24hr,3241,Thrombosis,10.26,1,126,mLy6G,151.7826086956522,398.95652173913044,3
21,ATG,24hr,3241,Thrombosis,10.26,1,126,mLy6G,151.69565217391303,398.95652173913044,4
19,ATG,24hr,3241,Thrombosis,10.26,1,131,mLy6G,222.43478260869568,474.4347826086956,1
20,ATG,24hr,3241,Thrombosis,10.26,1,131,mLy6G,222.30434782608697,474.82608695652175,2
21,ATG,24hr,3241,Thrombosis,10.26,1,131,mLy6G,222.24,474.88,3
22,ATG,24hr,3241,Thrombosis,10.26,1,131,mLy6G,222,474.5,4
23,ATG,24hr,3241,Thrombosis,10.26,1,131,mLy6G,223.21428571428572,473.39285714285717,5
24,ATG,24hr,3241,Thrombosis,10.26,1,131,mLy6G,223,473.5,6
25,ATG,24hr,3241,Thrombosis,10.26,1,131,mLy6G,223,473.3333333333333,7
26,ATG,24hr,3241,Thrombosis,10.26,1,131,mLy6G,222.5,473.5,8
27,ATG,24hr,3241,Thrombosis,10.26,1,131,mLy6G,222.84375,473.25,9
28,ATG,24hr,3241,Thrombosis,10.26,1,131,mLy6G,223.1290322580645,473.258064516129,10
29,ATG,24hr,3241,Thrombosis,10.26,1,131,mLy6G,223,473.0740740740741,11
30,ATG,24hr,3241,Thrombosis,10.26,1,131,mLy6G,222.93103448275863,473.37931034482756,12
20,ATG,24hr,3241,Thrombosis,10.26,1,133,mLy6G,380.56,291.91999999999996,1
21,ATG,24hr,3241,Thrombosis,10.26,1,133,mLy6G,380.2,293.25714285714287,2
22,ATG,24hr,3241,Thrombosis,10.26,1,133,mLy6G,380.6551724137931,293.2758620689655,3
23,ATG,24hr,3241,Thrombosis,10.26,1,133,mLy6G,381.4074074074074,293.74074074074076,4
24,ATG,24hr,3241,Thrombosis,10.26,1,133,mLy6G,381.8666666666667,294.9666666666667,5
20,ATG,24hr,3241,Thrombosis,10.26,1,134,mLy6G,444.93333333333334,116.26666666666665,1
21,ATG,24hr,3241,Thrombosis,10.26,1,134,mLy6G,443.69565217391306,115.73913043478262,2
22,ATG,24hr,3241,Thrombosis,10.26,1,134,mLy6G,444.6521739130435,114.60869565217394,3
23,ATG,24hr,3241,Thrombosis,10.26,1,134,mLy6G,444.8928571428572,114.60714285714278,4
24,ATG,24hr,3241,Thrombosis,10.26,1,134,mLy6G,445.55263157894734,114.9736842105263,5
25,ATG,24hr,3241,Thrombosis,10.26,1,134,mLy6G,446,115.19999999999999,6
26,ATG,24hr,3241,Thrombosis,10.26,1,134,mLy6G,445.39130434782606,117,7
21,ATG,24hr,3241,Thrombosis,10.26,1,138,mLy6G,436.7142857142857,259.33333333333337,1
22,ATG,24hr,3241,Thrombosis,10.26,1,138,mLy6G,437.46153846153845,259.2307692307692,2
23,ATG,24hr,3241,Thrombosis,10.26,1,138,mLy6G,436.04,258.76,3
24,ATG,24hr,3241,Thrombosis,10.26,1,138,mLy6G,435.5833333333333,258.66666666666663,4
25,ATG,24hr,3241,Thrombosis,10.26,1,138,mLy6G,435.64516129032256,258.2903225806451,5
26,ATG,24hr,3241,Thrombosis,10.26,1,138,mLy6G,435.5833333333333,258.04166666666663,6
27,ATG,24hr,3241,Thrombosis,10.26,1,138,mLy6G,436.2307692307692,257.4230769230769,7
28,ATG,24hr,3241,Thrombosis,10.26,1,138,mLy6G,436.1904761904762,257.2857142857143,8
23,ATG,24hr,3241,Thrombosis,10.26,1,144,mLy6G,85.8,474.44,1
24,ATG,24hr,3241,Thrombosis,10.26,1,144,mLy6G,84.71428571428571,473.89285714285717,2
25,ATG,24hr,3241,Thrombosis,10.26,1,144,mLy6G,83.075,472.2,3
26,ATG,24hr,3241,Thrombosis,10.26,1,144,mLy6G,80.9,469.05,4
25,ATG,24hr,3241,Thrombosis,10.26,1,151,mLy6G,244.13333333333333,52.5,1
26,ATG,24hr,3241,Thrombosis,10.26,1,151,mLy6G,244.1086956521739,53.17391304347825,2
27,ATG,24hr,3241,Thrombosis,10.26,1,151,mLy6G,243.9655172413793,53.51724137931029,3
28,ATG,24hr,3241,Thrombosis,10.26,1,151,mLy6G,244.34375,53.5625,4
29,ATG,24hr,3241,Thrombosis,10.26,1,151,mLy6G,244.44444444444449,53.77777777777777,5
30,ATG,24hr,3241,Thrombosis,10.26,1,151,mLy6G,244.07142857142856,54.892857142857224,6
28,ATG,24hr,3241,Thrombosis,10.26,1,157,mLy6G,80.94444444444444,469.30555555555554,1
29,ATG,24hr,3241,Thrombosis,10.26,1,157,mLy6G,79.88235294117646,468.7352941176471,2
30,ATG,24hr,3241,Thrombosis,10.26,1,157,mLy6G,80.28571428571429,468.57142857142856,3
1,ATG,3hr,3241,Thrombosis,10.26,1,2,mLy6G,224.3398058252427,461.37864077669906,1
2,ATG,3hr,3241,Thrombosis,10.26,1,2,mLy6G,224.36363636363637,461.2090909090909,2
3,ATG,3hr,3241,Thrombosis,10.26,1,2,mLy6G,224.2952380952381,461.2285714285714,3
4,ATG,3hr,3241,Thrombosis,10.26,1,2,mLy6G,224.7238095238095,461.44761904761907,4
5,ATG,3hr,3241,Thrombosis,10.26,1,2,mLy6G,224.75229357798165,461.41284403669727,5
6,ATG,3hr,3241,Thrombosis,10.26,1,2,mLy6G,224.57657657657657,461.3333333333333,6
7,ATG,3hr,3241,Thrombosis,10.26,1,2,mLy6G,224.16216216216216,461.51351351351354,7
8,ATG,3hr,3241,Thrombosis,10.26,1,2,mLy6G,223.76415094339623,461.811320754717,8
9,ATG,3hr,3241,Thrombosis,10.26,1,2,mLy6G,223.8659793814433,461.58762886597935,9
10,ATG,3hr,3241,Thrombosis,10.26,1,2,mLy6G,224.01923076923077,461.6730769230769,10
11,ATG,3hr,3241,Thrombosis,10.26,1,2,mLy6G,223.981981981982,461.94594594594594,11
12,ATG,3hr,3241,Thrombosis,10.26,1,2,mLy6G,224.18367346938777,461.5816326530612,12
13,ATG,3hr,3241,Thrombosis,10.26,1,2,mLy6G,223.92929292929293,461.8484848484849,13
14,ATG,3hr,3241,Thrombosis,10.26,1,2,mLy6G,223.98969072164948,461.8556701030928,14
15,ATG,3hr,3241,Thrombosis,10.26,1,2,mLy6G,224.7156862745098,461.6764705882353,15
1,ATG,3hr,3241,Thrombosis,10.26,1,3,mLy6G,294.8627450980392,449.94607843137254,1
2,ATG,3hr,3241,Thrombosis,10.26,1,3,mLy6G,293.3767441860465,448.7674418604651,2
3,ATG,3hr,3241,Thrombosis,10.26,1,3,mLy6G,295.16847826086956,450.5652173913044,3
4,ATG,3hr,3241,Thrombosis,10.26,1,3,mLy6G,297.4406779661017,452.0960451977401,4
5,ATG,3hr,3241,Thrombosis,10.26,1,3,mLy6G,298.44444444444446,454.82608695652175,5
6,ATG,3hr,3241,Thrombosis,10.26,1,3,mLy6G,299.51428571428573,455.8742857142857,6
7,ATG,3hr,3241,Thrombosis,10.26,1,3,mLy6G,299.8097826086956,457.35869565217394,7
8,ATG,3hr,3241,Thrombosis,10.26,1,3,mLy6G,299.8723404255319,458.468085106383,8
9,ATG,3hr,3241,Thrombosis,10.26,1,3,mLy6G,299.8670212765957,458.8989361702128,9
10,ATG,3hr,3241,Thrombosis,10.26,1,3,mLy6G,299.45360824742266,459.2938144329897,10
11,ATG,3hr,3241,Thrombosis,10.26,1,3,mLy6G,299.374358974359,460.0974358974359,11
12,ATG,3hr,3241,Thrombosis,10.26,1,3,mLy6G,299.48704663212436,460.7461139896373,12
13,ATG,3hr,3241,Thrombosis,10.26,1,3,mLy6G,298.9193548387097,460.7903225806452,13
14,ATG,3hr,3241,Thrombosis,10.26,1,3,mLy6G,297.65425531914894,461.4148936170213,14
15,ATG,3hr,3241,Thrombosis,10.26,1,3,mLy6G,296.6421052631579,462.0684210526316,15
16,ATG,3hr,3241,Thrombosis,10.26,1,3,mLy6G,296.6815642458101,462.31284916201116,16
17,ATG,3hr,3241,Thrombosis,10.26,1,3,mLy6G,296.9550561797753,463.2808988764045,17
18,ATG,3hr,3241,Thrombosis,10.26,1,3,mLy6G,297.2554347826087,463.5978260869565,18
19,ATG,3hr,3241,Thrombosis,10.26,1,3,mLy6G,297.3952095808383,462.9760479041916,19
20,ATG,3hr,3241,Thrombosis,10.26,1,3,mLy6G,297.64150943396226,463.42767295597486,20
21,ATG,3hr,3241,Thrombosis,10.26,1,3,mLy6G,298.0633802816901,464.1056338028169,21
22,ATG,3hr,3241,Thrombosis,10.26,1,3,mLy6G,298.92857142857144,464.1507936507937,22
23,ATG,3hr,3241,Thrombosis,10.26,1,3,mLy6G,299.08029197080293,465.05109489051097,23
24,ATG,3hr,3241,Thrombosis,10.26,1,3,mLy6G,299.6857142857143,464.7714285714286,24
25,ATG,3hr,3241,Thrombosis,10.26,1,3,mLy6G,300.05,464.4666666666667,25
26,ATG,3hr,3241,Thrombosis,10.26,1,3,mLy6G,300.4186046511628,464.1240310077519,26
27,ATG,3hr,3241,Thrombosis,10.26,1,3,mLy6G,300.51666666666665,463.0083333333333,27
28,ATG,3hr,3241,Thrombosis,10.26,1,3,mLy6G,301.07339449541286,462.1926605504587,28
29,ATG,3hr,3241,Thrombosis,10.26,1,3,mLy6G,301.33,461.74,29
30,ATG,3hr,3241,Thrombosis,10.26,1,3,mLy6G,301.24038461538464,461.5576923076923,30
1,ATG,3hr,3241,Thrombosis,10.26,1,4,mLy6G,112.31531531531532,410.8378378378378,1
2,ATG,3hr,3241,Thrombosis,10.26,1,4,mLy6G,111.68571428571428,410.752380952381,2
3,ATG,3hr,3241,Thrombosis,10.26,1,4,mLy6G,111.6355140186916,410.77570093457945,3
4,ATG,3hr,3241,Thrombosis,10.26,1,4,mLy6G,111,411.03614457831327,4
5,ATG,3hr,3241,Thrombosis,10.26,1,4,mLy6G,111.05434782608695,410.6413043478261,5
6,ATG,3hr,3241,Thrombosis,10.26,1,4,mLy6G,111.28395061728396,410.30864197530866,6
1,ATG,3hr,3241,Thrombosis,10.26,1,5,mLy6G,129.17441860465115,407.7325581395349,1
2,ATG,3hr,3241,Thrombosis,10.26,1,5,mLy6G,128.5679012345679,407.53086419753083,2
3,ATG,3hr,3241,Thrombosis,10.26,1,5,mLy6G,129.29885057471265,408.0919540229885,3
1,ATG,3hr,3241,Thrombosis,10.26,1,7,mLy6G,369.6666666666667,309.6349206349206,1
2,ATG,3hr,3241,Thrombosis,10.26,1,7,mLy6G,368.2269938650307,309.5398773006135,2
3,ATG,3hr,3241,Thrombosis,10.26,1,7,mLy6G,369.2307692307692,309.0887573964497,3
4,ATG,3hr,3241,Thrombosis,10.26,1,7,mLy6G,369.89714285714285,308.10285714285715,4
5,ATG,3hr,3241,Thrombosis,10.26,1,7,mLy6G,371.5632183908046,307.6034482758621,5
6,ATG,3hr,3241,Thrombosis,10.26,1,7,mLy6G,373.3793103448275,308.05747126436785,6
7,ATG,3hr,3241,Thrombosis,10.26,1,7,mLy6G,374.9815950920245,308.3865030674847,7
8,ATG,3hr,3241,Thrombosis,10.26,1,7,mLy6G,376.18,308.74,8
9,ATG,3hr,3241,Thrombosis,10.26,1,7,mLy6G,376.2171052631579,308.92105263157896,9
10,ATG,3hr,3241,Thrombosis,10.26,1,7,mLy6G,376.0328947368421,308.6118421052631,10
11,ATG,3hr,3241,Thrombosis,10.26,1,7,mLy6G,376.49693251533745,308.69325153374234,11
12,ATG,3hr,3241,Thrombosis,10.26,1,7,mLy6G,377.79245283018867,309.2201257861635,12
13,ATG,3hr,3241,Thrombosis,10.26,1,7,mLy6G,378.1717791411043,310.23312883435585,13
14,ATG,3hr,3241,Thrombosis,10.26,1,7,mLy6G,378.4404761904762,310.07738095238096,14
15,ATG,3hr,3241,Thrombosis,10.26,1,7,mLy6G,378.49056603773585,309.6163522012579,15
16,ATG,3hr,3241,Thrombosis,10.26,1,7,mLy6G,378.6566265060241,309.8855421686747,16
17,ATG,3hr,3241,Thrombosis,10.26,1,7,mLy6G,379.2058823529411,310.15294117647056,17
18,ATG,3hr,3241,Thrombosis,10.26,1,7,mLy6G,379.0179640718563,310.3293413173653,18
19,ATG,3hr,3241,Thrombosis,10.26,1,7,mLy6G,379.2857142857143,310.42261904761904,19
20,ATG,3hr,3241,Thrombosis,10.26,1,7,mLy6G,379.072625698324,310.7821229050279,20
21,ATG,3hr,3241,Thrombosis,10.26,1,7,mLy6G,378.36516853932585,310.7134831460674,21
22,ATG,3hr,3241,Thrombosis,10.26,1,7,mLy6G,378.03333333333336,310.60555555555555,22
23,ATG,3hr,3241,Thrombosis,10.26,1,7,mLy6G,376.3351648351649,310.5,23
24,ATG,3hr,3241,Thrombosis,10.26,1,7,mLy6G,374.1144578313253,309.57228915662654,24
25,ATG,3hr,3241,Thrombosis,10.26,1,7,mLy6G,372.05232558139534,308.8895348837209,25
26,ATG,3hr,3241,Thrombosis,10.26,1,7,mLy6G,370.9757575757576,308.1272727272727,26
27,ATG,3hr,3241,Thrombosis,10.26,1,7,mLy6G,370.26666666666665,307.4,27
28,ATG,3hr,3241,Thrombosis,10.26,1,7,mLy6G,369.820987654321,307.8888888888889,28
29,ATG,3hr,3241,Thrombosis,10.26,1,7,mLy6G,368.92261904761904,308.1071428571429,29
30,ATG,3hr,3241,Thrombosis,10.26,1,7,mLy6G,368.4662576687117,307.9815950920246,30
1,ATG,3hr,3241,Thrombosis,10.26,1,8,mLy6G,344.64935064935065,288.5129870129871,1
2,ATG,3hr,3241,Thrombosis,10.26,1,8,mLy6G,342.9877300613497,288.57055214723925,2
3,ATG,3hr,3241,Thrombosis,10.26,1,8,mLy6G,342.59615384615387,289.03846153846155,3
4,ATG,3hr,3241,Thrombosis,10.26,1,8,mLy6G,342.0794701986755,289.6953642384106,4
5,ATG,3hr,3241,Thrombosis,10.26,1,8,mLy6G,342,289.6887417218543,5
6,ATG,3hr,3241,Thrombosis,10.26,1,8,mLy6G,341.6137931034483,290.2827586206897,6
7,ATG,3hr,3241,Thrombosis,10.26,1,8,mLy6G,340.7733333333333,290.87333333333333,7
8,ATG,3hr,3241,Thrombosis,10.26,1,8,mLy6G,340.44594594594594,290.9594594594595,8
9,ATG,3hr,3241,Thrombosis,10.26,1,8,mLy6G,338.8301886792453,291.16352201257865,9
10,ATG,3hr,3241,Thrombosis,10.26,1,8,mLy6G,339.31081081081084,291.5810810810811,10
11,ATG,3hr,3241,Thrombosis,10.26,1,8,mLy6G,339.2549019607843,292.0392156862745,11
12,ATG,3hr,3241,Thrombosis,10.26,1,8,mLy6G,339.3973509933775,292.28476821192055,12
13,ATG,3hr,3241,Thrombosis,10.26,1,8,mLy6G,339.1677852348993,292.3154362416107,13
14,ATG,3hr,3241,Thrombosis,10.26,1,8,mLy6G,339.0263157894737,292.6052631578947,14
15,ATG,3hr,3241,Thrombosis,10.26,1,8,mLy6G,339.7448275862069,293.42758620689654,15
16,ATG,3hr,3241,Thrombosis,10.26,1,8,mLy6G,340.46715328467155,294.2189781021898,16
17,ATG,3hr,3241,Thrombosis,10.26,1,8,mLy6G,341.1357142857143,295.02857142857147,17
18,ATG,3hr,3241,Thrombosis,10.26,1,8,mLy6G,341.97945205479454,295.78767123287673,18
19,ATG,3hr,3241,Thrombosis,10.26,1,8,mLy6G,342.5793103448276,296.2,19
20,ATG,3hr,3241,Thrombosis,10.26,1,8,mLy6G,343.12598425196853,296.5511811023622,20
21,ATG,3hr,3241,Thrombosis,10.26,1,8,mLy6G,342.8032786885246,297.016393442623,21
22,ATG,3hr,3241,Thrombosis,10.26,1,8,mLy6G,342.0530303030303,296.530303030303,22
23,ATG,3hr,3241,Thrombosis,10.26,1,8,mLy6G,342.1641791044776,295.94029850746267,23
24,ATG,3hr,3241,Thrombosis,10.26,1,8,mLy6G,341.27906976744185,295.4108527131783,24
25,ATG,3hr,3241,Thrombosis,10.26,1,8,mLy6G,340.1136363636364,296.00757575757575,25
26,ATG,3hr,3241,Thrombosis,10.26,1,8,mLy6G,339.0378787878788,297.07575757575756,26
27,ATG,3hr,3241,Thrombosis,10.26,1,8,mLy6G,337.2258064516129,298.1774193548387,27
28,ATG,3hr,3241,Thrombosis,10.26,1,8,mLy6G,336.69827586206895,298.83620689655174,28
